test,avg time
uf75-325 1,0.0072
uf75-325 2,0.0064
uf75-325 3,0.0228
uf75-325 4,0.016399999999999998
uf75-325 5,0.0132
uf100-430 1,0.023
uf100-430 2,0.0746
uf100-430 3,0.012
uf100-430 4,0.0268
uf100-430 5,0.0634
uuf75-325 1,0.02
uuf75-325 2,0.018600000000000002
uuf75-325 3,0.0224
uuf75-325 4,0.0178
uuf75-325 5,0.022
uuf100-430 1,0.0506
uuf100-430 2,0.061200000000000004
uuf100-430 3,0.4578
uuf100-430 4,0.2626
uuf100-430 5,0.0722
